name_en,name_ko,tier,region_group,ko_source,note
Pessac-Leognan,페삭 레오냥,,,added,
Petaluma Gap,페탈루마 갭,AVA,,auto,
Pfalz,팔츠,,,added,
Piana di Sibari,피아나 디 시바리,,,manual,
Piave,피아베,,,manual,
Pic Saint-Loup,픽 생 루,,,added,
Piccadilly Valley,피카딜리 밸리,,,manual,
Pico,피쿠,IPR,,manual,
Piedmont,피에몬테,,,added,
Piemonte,피에몬테,,,added,
Pine Mountain-Cloverdale,파인 마운틴 클로버데일,AVA,,auto,
Pinerolese,피네롤레제,,,manual,
Pinhel,핀옐,DOC,,manual,
Pitigliano,피틸리아노,,,manual,
Pla de Bages,플라 데 바제스,,,manual,
Planalto Mirandês,플라날투 미란데스,DOC,,manual,
Planargia,플라나르지아,,,manual,
Pollino,폴리노,,,manual,
Pomerol,포므롤,,,added,
Pomino,포미노,,,manual,
Pommard,포마르,,,added,
Pornassio,포르나시오,,,manual,
Port,포트,DOC,,manual,
Port Phillip,포트 필립,,,manual,
Portalegre,포르탈레그르,DOC,,manual,
Portimão,포르티망,DOC,,manual,
Porto,포르투,,,added,
Potter Valley,포터 밸리,AVA,,auto,
Pouilly-Fuisse,푸이 퓌세,,,added,
Pouilly-Fume,푸이 퓌메,,,added,
Priorat,프리오라트,,,manual,
Prosecco,프로세코,,,added,
Provence,프로방스,,,added,
Puget Sound,퓨젯 사운드,AVA,,auto,
Puglia,풀리아,,,added,
Puligny-Montrachet,퓔리니 몽라셰,,,added,
Pyrenees,피레니스,,,manual,
Pyrénées-Orientales,피레네 오리앙탈,,,manual,
Quincy,캥시,AOC,,manual,
Ramandolo,라만돌로,,,manual,
Ramona Valley,라모나 밸리,AVA,,auto,
Rapel Valley,라펠 밸리,,,added,
Rattlesnake Hills,래틀스네이크 힐스,AVA,,auto,
"Red Hill Douglas County, Oregon",레드 힐 더글러스 카운티,AVA,,manual,
Red Hills Lake County,레드 힐스 레이크 카운티,AVA,,auto,
Red Mountain,레드 마운틴,AVA,,auto,
Redondo,레돈두,DOC,,manual,
Redwood Valley,레드우드 밸리,AVA,,auto,
Reggiano,레자노,,,manual,
Região Demarcada Douro,도루,DO/RDD,,manual,
Região da Uva e Vinho,헤지앙 다 우바 이 비뉴,,,manual,
Reguengos,레겡구스,DOC,,manual,
Reims,랭스,,,added,
Reno,레노,,,manual,
Reuilly,뢰이,AOC,,manual,
Rheingau,라인가우,,,manual,
Rheinhessen,라인헤센,,,manual,
Rhône,론,,,manual,
Rias Baixas,리아스 바이샤스,,,added,
Ribbon Ridge,리본 리지,AVA,,auto,
Ribera del Duero,리베라 델 두에로,,,manual,
Ribera del Gállego-Cinco Villas,리베라 델 가예고 신코 비야스,PGI,,manual,
Ribera del Jiloca,리베라 델 힐로카,PGI,,manual,
Ribera del Queiles,리베라 델 케일레스,PGI,,manual,
Richebourg,리슈부르,,,added,
Riesi,리에시,,,manual,
Rioja,리오하,,,manual,
Rioja Alavesa,리오하 알라베사,,,added,
Rioja Alta,리오하 알타,,,added,
River Junction,리버 정션,AVA,,auto,
Riviera di Levante,리비에라 디 레반테,,,manual,
Riviera di Ponente,리비에라 디 포넨테,,,manual,
Robe,로브,,,manual,
Rockpile,록파일,AVA,,auto,
Rocky Knob,로키 노브,AVA,,auto,
Rocky Reach,로키 리치,AVA,,manual,
Roero,로에로,,,manual,
Rogue Valley,로그 밸리,AVA,,auto,
Romagna,로마냐,,,manual,
Romanee-Conti,로마네 콩티,,,added,
Romangia,로만자,,,manual,
Rosenhang,로젠항,,,manual,
Rosette,로제트,AOC,,manual,
Rosso Conero,로소 코네로,,,manual,
Rosso Piceno,로소 피체노,,,manual,
Roter Hang,로터 항,,,manual,
Roudnice vineyard,로우드니체,,,manual,
Roussillon,루시용,,,added,
Rueda,루에다,,,added,
Rufina,루피나,,,manual,
Rully,륄리,,,added,
Russian,러시안,,,auto,
Russian River Valley,러시안 리버 밸리,,,added,
Rutherford,러더퍼드,AVA,,manual,
Saale-Unstrut,잘레 운스트루트,,,manual,
Saddle Rock-Malibu,레들 록 말리부,AVA,,auto,
Saint-Aubin,생 토뱅,,,added,
Saint-Emilion,생테밀리옹,,,manual,
Saint-Estephe,생테스테프,,,added,
Saint-Joseph,생조제프,,,added,
Saint-Julien,생쥘리앵,,,added,
Saint-Peray,생 페레,,,added,
Saint-Thierry Massif,생 티에리 마시프,,,manual,
Saint-Veran,생 베랑,,,added,
Salado Creek,살라도 크릭,AVA,,auto,
Salemi,살레미,,,manual,
Salento,살렌토,,,manual,
Salina,살리나,,,manual,
Salta,살타,,,added,
Saluzzese,살루체제,,,manual,
Sambuca di Sicilia,삼부카 디 시칠리아,,,manual,
San Antonio Valley,샌 안토니오 밸리,AVA,,auto,
San Benito,샌 베니토,AVA,,auto,
San Bernabe,샌 베르나베,AVA,,auto,
San Colombano al Lambro,산 콜롬바노 알 람브로,,,manual,
San Francisco Bay,샌 프란시스코 베이,AVA,,auto,
San Gimignano,베르나차 디 산 지미냐노,,,manual,
San Juan Creek,샌 후안 크릭,AVA,,auto,
San Lucas,샌 루카스,AVA,,auto,
San Luis Rey,샌 루이스 레이,AVA,,auto,
San Miguel District,샌 미겔,AVA,,auto,
San Pasqual Valley,샌 파스쿠알 밸리,AVA,,auto,
San Ysidro District,샌 이시드로,AVA,,auto,
Sancerre,상세르,,,added,
Sannio,산니오,,,manual,
Sant'Anna di Isola Capo Rizzuto,산타나 디 이솔라 카포 리추토,,,manual,
Santa Barbara,산타 바바라,,,added,
Santa Clara Valley,산타 클라라 밸리,AVA,,auto,
Santa Cruz Mountains,산타 크루즈 마운틴스,AVA,,auto,
Santa Lucia Highlands,산타 루시아 하이랜즈,AVA,,auto,
Santa Margarita Ranch,산타 마르가리타 랜치,AVA,,auto,
Santa Maria Valley,산타 마리아 밸리,AVA,,auto,
Santa Rita Hills,산타 리타 힐스,,,added,
Santa Ynez Valley,산타 이네즈 밸리,AVA,,auto,
Santarém,산타렝,DOC,,manual,
Santenay,상트네,,,added,
Santorini,산토리니,,,added,
Sardinia,사르데냐,,,added,
Saumur,소뮈르,,,added,
Sauternes,소테른,,,added,
Savennieres,사브니에르,,,added,
Savigny-les-Beaune,사비니 레 본,,,added,
Savoie,사부아,,,added,
Savuto,사부토,,,manual,
Saxony,작센,,,manual,
Scanzorosciate,스칸초로시아테,,,manual,
Schilcherland DAC,실허란트,,,manual,
Sciacca,시아카,,,manual,
Scilla,실라,,,manual,
Seiad Valley,시아드 밸리,AVA,,auto,
Seneca Lake,세네카 레이크,AVA,,auto,
Serrapetrona,세라페트로나,,,manual,
Setubal,세투발,,,added,
Shawnee Hills,쇼니 힐스,AVA,,auto,
Shenandoah Valley,셰넌도어 밸리,AVA,,auto,
Sherry Triangle,셰리 트라이앵글,,,manual,
Sicilia,시칠리아,,,added,
Sicily,시칠리아,,,added,
Siebengebirge,지벤게비르게,,,manual,
Sierra Foothills,시에라 풋힐스,AVA,,auto,
Sierra Pelona Valley,시에라 펠로나 밸리,AVA,,auto,
Sierra de Alcaraz,시에라 데 알카라스,,,manual,
Siracusa,시라쿠사,,,manual,
Sloughhouse,슬로하우스,AVA,,auto,
Slovak Tokaj wineyards,슬로바키아 토카이,,,manual,
Snake River Valley,스네이크 리버 밸리,AVA,,auto,
Snipes Mountain,스나입스 마운틴,AVA,,auto,
Soave,소아베,,,manual,
Solano County Green Valley,솔라노 카운티 그린 밸리,AVA,,auto,
Somló,쇼믈로,,,manual,
Somontano,소몬타노,,,manual,
Sonoita,소노이타,AVA,,auto,
Sonoma Coast,소노마 코스트,AVA,,auto,
Sonoma County,소노마 카운티,,,added,
Sonoma Mountain,소노마 마운틴,AVA,,auto,
Sonoma Valley,소노마,AVA,,manual,
Sopron,쇼프론,,,manual,
South Coast,사우스 코스트,,,manual,
South West France,쉬드 우에스트,,,manual,
Southeastern New England,사우스이스턴 뉴잉글랜드,AVA,,manual,
Southern Fleurieu,서던 플루리에,,,manual,
Southern Oregon,서던 오리건,AVA,,auto,
Spoleto,스폴레토,,,manual,
Spring Mountain,스프링 마운틴,,,added,
Spring Mountain District,스프링 마운틴,AVA,,auto,
Squaw Valley-Miramonte,스쿼 밸리 미라몬테,AVA,,auto,
Srem,스렘,,,manual,
St. Helena,세인트 헬레나,AVA,,auto,
Sta. Rita Hills,스타 리타 힐스,AVA,,auto,
Stags Leap District,스택스 립 디스트릭트,AVA,,manual,
Stellenbosch,스텔렌보스,,,added,
Stuttgart,슈투트가르트,,,manual,
Suisun Valley,수이순 밸리,AVA,,auto,
Sulcis,술치스,,,manual,
Suvereto,수베레토,,,manual,
Swan Creek,스완 크릭,,,auto,
Swan Hill,스완 힐,,,auto,
Swan Valley,스완 밸리,,,auto,
Swartland,스와트랜드,,,added,
Szekszárd,세크사르드,,,manual,
Taburno,타부르노,,,manual,
Taranto,타란토,,,manual,
Tarquinia,타르퀴니아,,,manual,
Taurasi,타우라시,,,added,
Tavel,타벨,,,added,
Tavira,타비라,DOC,,manual,
Tejo,테주,VR,,manual,
Temecula Valley,테메큘라 밸리,AVA,,auto,
Templeton Gap District,템플턴 갭,AVA,,auto,
Terras Madeirenses,테라스 마데이렌스스,VR,,manual,
Terras de Sicó,테라스 드 시코,VR,,manual,
Terre del Colleoni,테레 델 콜레오니,,,manual,
Texas Davis Mountains,텍사스 데이비스 마운틴스,AVA,,auto,
Texas High Plains,텍사스 하이 플레인스,AVA,,auto,
Texas Hill Country,텍사스 힐 컨트리,AVA,,auto,
Texoma,텍소마,AVA,,auto,
Tharros,타로스,,,manual,
"The Hamptons, Long Island",햄튼스,AVA,,auto,
The Rocks,록스,AVA,,auto,
The Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato,피에몬테 랑게 로에로 몬페라토,,,manual,
Ticino,티치노,,,manual,
Tierra del Vino de Zamora,티에라 델 비노 데 사모라,DO,,manual,
Tintilia del Molise,틴틸리아 델 몰리세,,,manual,
Tip of the Mitt,팁 미트,AVA,,auto,
Tokaj,토카이,,,manual,
Tokaj-Hegyalja,토카이 헤저여,,,manual,
Tokaji Aszu,토카이 아수,,,manual,
Tolna,톨너,,,manual,
Tomar,토마르,DOC,,manual,
Torgiano,토르자노,,,manual,
Toro,토로,,,added,
Torres Vedras,토레스 베드라스,DOC,,manual,
Toscana,토스카나,,,added,
Tracy Hills,트레이시 힐스,AVA,,auto,
Trebbiano d'Abruzzo,트레비아노 다브루초,,,manual,
Trentino,트렌티노,,,manual,
Trexenta,트렉센타,,,manual,
Trinity Lakes,트리니티 레이크스,AVA,,auto,
Trás-os-Montes,트라스 우스 몬트스,DOC,,manual,
Tualatin Hills,투알라틴 힐스,AVA,,auto,
Tumbarumba,툼바룸바,,,manual,
Tuscany,토스카나,,,added,
Tygerberg,타이거버그,,,manual,
Távora-Varosa,타보라 바로자,DOC,,manual,
Uco Valley,우코 밸리,,,added,
Umbria,움브리아,,,added,
Umpqua Valley,엄콰 밸리,AVA,,auto,
Upper Goulburn,어퍼 골번,,,manual,
Upper Hiwassee Highlands,어퍼 하이와시 하이랜즈,AVA,,auto,
Upper Hudson,어퍼 허드슨,AVA,,auto,
Upper Lake Valley,어퍼 레이크 밸리,AVA,,auto,
Upper Mississippi River Valley,어퍼 미시시피 리버 밸리,AVA,,auto,
Urbezo,우르베소,DO,,manual,
Vacqueyras,바케라스,,,added,
Vaison-la-romaine,베종 라 로멘,,,manual,
Val Demone,발 데모네,,,manual,
Val Polcevera,발 폴체베라,,,manual,
Val Tidone,발 티도네,,,manual,
Val di Cornia,발 디 코르니아,,,manual,
Val di Mazara,발 디 마차라,,,manual,
Val di Neto,발 디 네토,,,manual,
Val di Noto,발 디 노토,,,manual,
Valcalepio,발칼레피오,,,manual,
Valcamonica,발카모니카,,,manual,
Valdarno di Sopra,발다르노 디 소프라,,,manual,
Valdejalón,발데할론,PGI,,manual,
Valdeorras,발데오라스,,,added,
Valdobbiadene,발도비아데네,,,added,
Vallagarina,발라가리나,,,manual,
Valle Central,바예 센트랄,,,manual,
Valle Isarco,발레 이사르코,,,manual,
Valle Venosta,발레 베노스타,,,manual,
Valle d'Aosta,발레 다오스타,,,manual,
Valle d'Itria,발레 디트리아,,,manual,
Valle de la Orotava,바예 데 라 오로타바,,,manual,
Valle del Elqui,엘키 밸리,,,manual,
Valle del Itata,이타타 밸리,,,manual,
Valle del Lontué,론투에 밸리,,,manual,
Valle del Maipo,마이포 밸리,,,manual,
Valle del Rapel,라펠 밸리,,,manual,
Vallée de la Marne,발레 드 라 마른,,,manual,
Valpaços,발파소스,DOC,,manual,
Valpolicella,발폴리첼라,,,manual,
Valtellina,발텔리나,,,manual,
Van Duzer Corridor,밴 듀저 코리도,AVA,,auto,
Varosa,바로자,IPR,,manual,
Velletri,벨레트리,,,manual,
Veneto,베네토,,,added,
Verdicchio dei Castelli di Jesi,베르디키오 데이 카스텔리 디 예지,,,manual,
Verdicchio di Matelica,베르디키오 디 마텔리카,,,manual,
Vesuvio,베수비오,,,manual,
Vidigueira,비디게이라,DOC,,manual,
Vignanello,비냐넬로,,,manual,
Villamagna,빌라마냐,,,manual,
Villany,빌라니,,,added,
Villányi borvidék,빌라니,,,manual,
Vineyards in Constantia,콘스탄시아,,,manual,
Vinho Verde,비뉴 베르드,DOC,,manual,
Vino Nobile di Montepulciano,비노 노빌레 디 몬테풀차노,,,added,
Vino de Neuquén,네우켄,,,manual,
Vinorodni okoliš Kras,크라스,,,manual,
Vinsobres,뱅소브르,AOC,,manual,
Virginia's Eastern Shore,버지니아 이스턴 쇼어,AVA,,manual,
Viré-Clessé,비레 클레세,,,manual,
Volnay,볼네,,,added,
Vosne-Romanee,본 로마네,,,added,
Vougeot,부조,,,added,
Vouvray,부브레,,,added,
Vulture,불투레,,,manual,
Wachau,바하우,,,added,
Wahluke Slope,와루크 슬로프,AVA,,auto,
Waiheke Island,와이헤케 아일랜드,,,manual,
Waitaki Valley,와이타키 밸리,,,manual,
Walla Walla Valley,왈라 왈라 밸리,,,added,
Warren Hills,워런 힐스,AVA,,auto,
Weinviertel,바인피어텔,,,added,
West Elks,웨스트 엘크스,AVA,,auto,
West Sonoma Coast,웨스트 소노마 코스트,AVA,,auto,
Western Connecticut Highlands,웨스턴 코네티컷 하이랜즈,AVA,,auto,
Western Plains,웨스턴 플레인스,,,auto,
Western Victoria,웨스턴 빅토리아,,,manual,
White Bluffs,화이트 블러프스,AVA,,auto,
Wild Horse Valley,와일드 호스 밸리,AVA,,auto,
Willamette Valley,윌라메트 밸리,,,added,
Willcox,윌콕스,AVA,,auto,
Willow Creek,윌로우 크릭,AVA,,auto,
Wines of Gascony,가스코뉴,,,manual,
Winters Highlands,윈터스 하이랜즈,AVA,,auto,
Wisconsin Ledge,위스콘신 레지,AVA,,auto,
Württemberg,뷔르템베르크,,,manual,
Yadkin Valley,얏킨 밸리,AVA,,auto,
Yakima Valley,야키마 밸리,AVA,,auto,
Yamhill-Carlton District,얌힐 칼턴,AVA,,auto,
Yarra Valley,야라 밸리,,,manual,
York Mountain,요크 마운틴,AVA,,manual,
Yorkville Highlands,요크빌 하이랜즈,AVA,,auto,
Yountville,욘트빌,AVA,,auto,
sherry,셰리,,,manual,
Évora,에보라,DOC,,manual,
Óbidos,오비두스,DOC,,manual,
