name_en,name_ko,tier,region_group,ko_source,note
Domaine de L'Eglise,도멘 드 레글리즈,,Bordeaux,producer,
Domaine de Montille,도멘 드 몽티유,,,producer,
Domaine de la Janasse,도멘 드 라 자나스,,,producer,
Domaine de la Mordoree,도멘 드 라 모르도레,,France,producer,
Domaine de la Romanee-Conti,도멘 드 라 로마네 콩티,,Burgundy,producer,
Domaine de la Vougeraie,도멘 드 라 부주레,,Burgundy,producer,
Domaine des Comtes Lafon,도멘 데 콩트 라퐁,,,producer,
Domaine du Pavillon,도멘 뒤 파비용,,,producer,
Domaine du Pegau,도멘 뒤 페고,,France,producer,
Domaine du Vieux Telegraphe,도멘 뒤 비외 텔레그라프,,France,producer,
Domaines Barons de Rothschild,도멘 바롱 드 로칠드,,France,producer,
Domdechant Werner,돔데찬트 베르너,,Germany/Austria,producer,
Domenico Clerico,도메니코 클레리코,,Italy,producer,
Dominio de Pingus,도미니오 데 핑구스,,Iberia,producer,
Dominus Estate,도미누스 에스테이트,,USA,producer,
Don Maximiano,돈 막시미아노,,,producer,
Don Melchor,돈 멜초르,,South America,producer,
Donnafugata,돈나푸가타,,Italy,producer,
Donnhoff,된호프,,Germany/Austria,producer,
Dourthe,두르트,,France,producer,
Dow's,다우스,,Iberia,producer,
Dr. Burklin-Wolf,닥터 뷔르클린 볼프,,Germany/Austria,producer,
Dr. Loosen,닥터 루젠,,Germany/Austria,producer,
Dr. Zenzen,닥터 젠젠,,Germany/Austria,producer,
Duca di Salaparuta,두카 디 살라파루타,,Italy,producer,
Duckhorn,덕혼,,USA,producer,
Duval-Leroy,뒤발 르로이,,Champagne,producer,
E. Guigal,기갈,,France,producer,
Edna Valley Vineyard,에드나 밸리 빈야드,,New World,producer,
Egly-Ouriet,에글리 우리에,,Champagne,producer,
Egon Muller,에곤 뮐러,,Germany/Austria,producer,
El Coto,엘 코토,,Iberia,producer,
El Enemigo,엘 에네미고,,South America,producer,
El Nido,엘 니도,,Iberia,producer,
Elderton,엘더튼,,New World,producer,
Elena Walch,엘레나 발흐,,Italy,producer,
Elio Altare,엘리오 알타레,,Italy,producer,
Emiliana,에밀리아나,,South America,producer,
Emilio Moro,에밀리오 모로,,Iberia,producer,
Emmanuel Rouget,엠마뉘엘 루제,,,producer,
Emmerich Knoll,에메리히 크놀,,Germany/Austria,producer,
Enate,에나테,,Iberia,producer,
Eolo Malbec,에올로 말벡,,,producer,
Erdener Pralat,에르데너 프렐라트,,,producer,
Eroica,에로이카,,USA,producer,
Errazuriz,에라주리즈,,South America,producer,
Errazuriz Don Maximiano,에라주리스 돈 맥심,,,alias,
Esporao,에스포랑,,Iberia,producer,
Estancia,에스탄시아,,New World,producer,
F.X. Pichler,에프엑스 피클러,,Germany/Austria,producer,
Faiveley,페블레,,Burgundy,producer,
Falletto,팔레토,,,producer,
Familia Zuccardi,파밀리아 수카르디,,South America,producer,
Famille Perrin,파미유 페랭,,France,producer,
Far Niente,파 니엔테,,USA,producer,
Farnese,파르네세,,,producer,
Farnese Fantini,파르네세 판티니,,Italy,producer,
Fattoria Petrolo,파토리아 페트롤로,,,producer,
Faustino,파우스티노,,Iberia,producer,
Felsina,펠시나,,Italy,producer,
Felton Road,펠튼 로드,,Oceania/SA,producer,
Ferrari,페라리,,Italy,producer,
Ferraton,페라통,,France,producer,
Ferreira,페레이라,,Iberia,producer,
Feudi di San Gregorio,페우디 디 산 그레고리오,,Italy,producer,
Feudo Arancio,페우도 아란치오,,Italy,producer,
Finca Altamira,핀카 알타미라,,,producer,
Finca Flichman,핀카 플리치만,,South America,producer,
Finca Sophenia,핀카 소페니아,,South America,producer,
Finca Villacreces,핀카 비야크레세스,,Iberia,producer,
Firriato,피리아토,,Italy,producer,
Flaccianello della Pieve,플라차넬로 델라 피에베,,,producer,
Fleur du Cap,플뢰르 뒤 캅,,New World,producer,
Flor de Pingus,플로르 데 핑구스,,,producer,
Fonseca,폰세카,,Iberia,producer,
Fontanafredda,폰타나프레다,,Italy,producer,
Fontodi,폰토디,,Italy,producer,
Fortant,포르탕,,France,producer,
Franciscan,프란시스칸,,New World,producer,
Frei Brothers,프라이 브라더스,,New World,producer,
Freixenet,프레이세넷,,Iberia,producer,
Frescobaldi,프레스코발디,,Italy,producer,
Frescobaldi Nipozzano,프레스코발디 니포차노,,Italy,producer,
Fritz Haag,프리츠 하그,,Germany/Austria,producer,
Frog's Leap,프로그스 립,,New World,producer,
Gabbiano,가비아노,,Italy,producer,
Gaja,가야,,Italy,producer,
Galatrona,갈라트로나,,,producer,
Gallo,갈로,,USA,producer,
Gallo Family,갈로 패밀리,,New World,producer,
Garces Silva,가르세스 실바,,South America,producer,
Gato Negro,가토 네그로,,South America,producer,
Gazela,가젤라,,Iberia,producer,
Georg Breuer,게오르크 브로이어,,Germany/Austria,producer,
Georges Duboeuf,조르주 뒤뵈프,,Burgundy,producer,
Gerard Bertrand,제라르 베르트랑,,France,producer,
Geyserville Zinfandel,가이저빌 진판델,,,producer,
Giacomo Conterno,자코모 콘테르노,,Italy,producer,
Giaconda,자콘다,,Oceania/SA,producer,
Ginestet,지네스테,,France,producer,
Giuseppe Mascarello,주세페 마스카렐로,,Italy,producer,
Giuseppe Quintarelli,주세페 퀸타렐리,,Italy,producer,
Giuseppe Rinaldi,주세페 리날디,,,producer,
Glen Carlou,글렌 칼루,,New World,producer,
Gonzalez Byass,곤잘레스 비아스,,Iberia,producer,
Gosset,고세,,Champagne,producer,
Graham Beck,그레이엄 벡,,New World,producer,
Graham's,그라함스,,Iberia,producer,
Gramona,그라모나,,Iberia,producer,
Gran Reserva 904,그란 레세르바 904,,,producer,
Gran Reserva Serie Riberas,그란 레세르바 세리에 리베라스,,South America,producer,
Grande Annee,그랑드 아네,,,producer,
Grande Cuvee,그랑드 퀴베,,,producer,
Grange,그랜지,,Oceania/SA,producer,
Grant Burge,그랜트 버지,,New World,producer,
Gravner,그라브너,,Italy,producer,
Greywacke,그레이웩,,Oceania/SA,producer,
Grosset,그로셋,,Oceania/SA,producer,
Guado al Tasso,구아도 알 타소,,Italy,producer,
Guidalberto,구이달베르토,,,producer,
Guigal,기갈,,France,producer,
Gunderloch,군더로흐,,Germany/Austria,producer,
Hamilton Russell,해밀턴 러셀,,Oceania/SA,producer,
Hardys,하디스,,New World,producer,
Harlan Estate,할란 에스테이트,,USA,producer,
Heitz Cellar,하이츠 셀러,,USA,producer,
Henri Bourgeois,앙리 부르주아,,France,producer,
Henri Giraud,앙리 지로,,,producer,
Henri Jayer,앙리 자이에,,,producer,
Henriot,앙리오,,Champagne,producer,
Henschke,헨쉬케,,Oceania/SA,producer,
Henschke Mount Edelstone,헨쉬키 렝골드,,,alias,
Herdade Esporao,에르다드 두 에스포랑,DO,Iberia,producer,
Hermitage La Chapelle,에르미타주 라 샤펠,,,producer,
Hess,헤스,,New World,producer,
Hill of Grace,힐 오브 그레이스,,Oceania/SA,producer,
Hirsch,히르슈,,Germany/Austria,producer,
Hirtzberger,히르츠베르거,,Germany/Austria,producer,
Hugel,휘겔,,France,producer,
Il Poggione,일 포조네,,Italy,producer,
Illuminati,일루미나티,,Italy,producer,
Initial,이니셜,,,producer,
Insignia,인시그니아,,USA,producer,
Isole e Olena,이솔레 에 올레나,,Italy,producer,
J.J. Prum,제이제이 프륌,,Germany/Austria,producer,
J.P. Chenet,제이피 셰네,,France,producer,
Jaboulet,자불레,,France,producer,
Jacob's Creek,제이콥스 크릭,,Oceania/SA,producer,
Jacques Selosse,자크 셀로스,,Champagne,producer,
Jacquesson,자크송,,Champagne,producer,
Jean-Claude Boisset,장 클로드 부아세,,France,producer,
Jean-Louis Chave,장 루이 샤브,,France,producer,
Jean-Luc Colombo,장 뤽 콜롱보,,France,producer,
Jean-Marc Brocard,장 마르크 브로카르,,Burgundy,producer,
Jermann,예르만,,Italy,producer,
Joh. Jos. Prum,요한 요제프 프륌,,Germany/Austria,producer,
Jordan,조던,,New World,producer,
Jorio,요리오,,,producer,
Jose Pariente,호세 파리엔테,,Iberia,producer,
Joseph Drouhin,조셉 드루앙,,Burgundy,producer,
Joseph Phelps,조셉 펠프스,,USA,producer,
Josh Cellars,조쉬 셀러,,USA,producer,
Juan Gil,후안 힐,,Iberia,producer,
Juve y Camps,후베 이 캄프스,,Iberia,producer,
KWV,케이더블유브이,,New World,producer,
Kaiken,카이켄,,South America,producer,
Kanonkop,카논콥,,Oceania/SA,producer,
Kanonkop Paul Sauer,카논콥 폴 뉴먼,,,alias,
Katnook,캣눅,,New World,producer,
Keller,켈러,,Germany/Austria,producer,
Kendall-Jackson,켄달 잭슨,,USA,producer,
Kendermanns,켄더만스,,Germany/Austria,producer,
Kim Crawford,킴 크로포드,,Oceania/SA,producer,
Kingston Family,킹스턴 패밀리,,South America,producer,
Kirkland Signature,커클랜드 시그니처,,New World,producer,
Kistler,키슬러,,USA,producer,
Klein Constantia,클라인 콘스탄시아,,Oceania/SA,producer,
Kracher,크라허,,Germany/Austria,producer,
Krug,크뤼그,,Champagne,producer,
Krug Grande Cuvee,크루그 그랑 퀴베,,,alias,
Kumeu River,쿠뮤 리버,,Oceania/SA,producer,
Kunstler,퀸스틀러,,Germany/Austria,producer,
L'Apparita,라파리타,,,producer,
L'Ermita,레르미타,,Iberia,producer,
La Crema,라 크레마,,New World,producer,
La Landonne,라 랑돈,,,producer,
La Marca,라 마르카,,Italy,producer,
La Mouline,라 물린,,,producer,
La Rioja Alta,라 리오하 알타,,Iberia,producer,
La Spinetta,라 스피네타,,,producer,
La Spinetta Barbaresco Starderi,라 스피네타 바르바레스코 스티르데리,,,alias,
La Spinetta Barbaresco Valeirano,라 스피네타 바르바레스코 바란스,,,alias,
La Turque,라 튀르크,,,producer,
La Vieille Ferme,라 비에유 페름,,France,producer,
Lapostolle,라포스톨,,,producer,
Larmandier-Bernier,라르망디에 베르니에,,Champagne,producer,
Laroche,라로슈,,France,producer,
Laurent-Perrier,로랑 페리에,,Champagne,producer,
Lazuli,라줄리,,,producer,
Le Cupole di Trinoro,레 쿠폴레 디 트리노로,,,producer,
Le Difese,레 디페세,,Italy,producer,
Le Haut-Medoc de Giscours,르 오 메독 드 지스쿠르,,,producer,
Le Macchiole,레 마키올레,,,producer,
Le Serre Nuove dell'Ornellaia,레 세레 누오베 델 오르넬라이아,,,producer,
Le Volte,레 볼테,,Italy,producer,
Leeuwin Estate,리우윈 에스테이트,,Oceania/SA,producer,
Legaris,레가리스,,Iberia,producer,
Legende,레장드,,France,producer,
Leitz,라이츠,,Germany/Austria,producer,
Leonetti Cellar,레오네티 셀러,,USA,producer,
Les Amoureuses,레 자무뢰즈,,,producer,
Les Beaux Monts,레 보 몽,,,producer,
Les Deux Albions,레 되 알비옹,,,producer,
Les Forts de Latour,레 포르 드 라투르,,Bordeaux,producer,
Les Hauts de Pontet-Canet,레 오 드 퐁테 카네,,,producer,
Les Terrasses,레 테라세스,,,producer,
Librandi,리브란디,,Italy,producer,
Lindeman's,린데만스,,New World,producer,
Littorai,리토라이,,USA,producer,
Livio Felluga,리비오 펠루가,,Italy,producer,
Loimer,로이머,,Germany/Austria,producer,
Lopez de Heredia,로페스 데 에레디아,,Iberia,producer,
Los Haroldos,로스 아롤도스,,South America,producer,
Los Vascos,로스 바스코스,,South America,producer,
Louis Bernard,루이 베르나르,,France,producer,
Louis Bouillot,루이 부이요,,France,producer,
Louis Jadot,루이 자도,,Burgundy,producer,
Louis Latour,루이 라투르,,Burgundy,producer,
Louis M. Martini,루이스 엠 마티니,,New World,producer,
Louis Roederer,루이 로드레,,Champagne,producer,
Luccarelli,루카렐리,,Italy,producer,
Luce della Vite,루체 델라 비테,,,producer,
Lucente,루첸테,,,producer,
Luigi Bosca,루이지 보스카,,South America,producer,
Luis Felipe Edwards,루이스 펠리페 에드워즈,,South America,producer,
Lungarotti,룬가로티,,Italy,producer,
Lustau,루스타우,,Iberia,producer,
M. Chapoutier,엠 샤푸티에,,France,producer,
Magari,마가리,,Italy,producer,
Maison Champy,메종 샹피,,France,producer,
Maison Leroy,메종 르로이,,Burgundy,producer,
Malbec Argentino,말벡 아르헨티노,,,producer,
Marcassin,마카신,,USA,producer,
Marcel Lapierre,마르셀 라피에르,,Burgundy,producer,
Marchesi Antinori,마르케시 안티노리,,Italy,producer,
Marchesi Mazzei,마르케시 마체이,,Italy,producer,
Marchesi de' Frescobaldi,마르케시 데 프레스코발디,,Italy,producer,
Marchesi di Barolo,마르케시 디 바롤로,,Italy,producer,
Markus Molitor,마르쿠스 몰리토어,,Germany/Austria,producer,
Marques de Caceres,마르케스 데 카세레스,,Iberia,producer,
Marques de Casa Concha,마르케스 데 카사 콘차,,South America,producer,
Marques de Murrieta,마르케스 데 무리에타,,Iberia,producer,
Marques de Riscal,마르케스 데 리스칼,,Iberia,producer,
Marques de Vargas,마르케스 데 바르가스,,Iberia,producer,
Marquis de Calon,마르키 드 칼롱,,,producer,
Marquis de Carabas,마르키 드 카라바스,,,producer,
Martin Codax,마르틴 코닥스,,Iberia,producer,
Martini,마티니,,Italy,producer,
Mas La Plana,마스 라 플라나,,,producer,
Mas de Daumas Gassac,마스 드 도마 가삭,,France,producer,
Masciarelli,마시아렐리,,Italy,producer,
Masi,마시,,Italy,producer,
Masseto,마세토,,Italy,producer,
Massolino,마솔리노,,Italy,producer,
Mastroberardino,마스트로베라르디노,,Italy,producer,
Matarromera,마타로메라,,Iberia,producer,
Matetic,마테틱,,South America,producer,
Mateus,마테우스,,Iberia,producer,
Mazzano,마차노,,,producer,
Meerlust,메르러스트,,Oceania/SA,producer,
Meiomi,메이오미,,New World,producer,
Melini,멜리니,,Italy,producer,
Menade,메나데,,Iberia,producer,
Menage a Trois,메나지 아 트루아,,New World,producer,
Messorio,메소리오,,,producer,
Miani,미아니,,,producer,
Michel Gassier,미셸 가시에,,,producer,
Michel Lynch,미셸 린치,,France,producer,
Michele Chiarlo,미켈레 키아를로,,Italy,producer,
Miguel Torres,미겔 토레스,,Iberia,producer,
Mionetto,미오네토,,Italy,producer,
Misiones de Rengo,미시오네스 데 렝고,,South America,producer,
Moet et Chandon,모엣 샹동,,Champagne,producer,
Moillard,모야르,,France,producer,
Mollydooker,몰리두커,,,producer,
Mommessin,모메생,,France,producer,
Monfortino,몬포르티노,,,producer,
Monte Bello,몬테 벨로,,,producer,
Montecillo,몬테시요,,Iberia,producer,
Montes,몬테스,,South America,producer,
Montes Alpha,몬테스 알파,,South America,producer,
Montes Folly,몬테스 폴리,,,producer,
Montes M,몬테스 M,,,producer,
Montosoli,몬토솔리,,,producer,
Morande,모란데,,South America,producer,
Moss Wood,모스 우드,,Oceania/SA,producer,
Mount Difficulty,마운트 디피컬티,,New World,producer,
Mount Edelstone,마운트 에델스톤,,,producer,
Mount Mary,마운트 메리,,Oceania/SA,producer,
Mouton Cadet,무통 카데,,France,producer,
Mud House,머드 하우스,,New World,producer,
Muga,무가,,Iberia,producer,
Muller-Catoir,뮐러 카토아,,Germany/Austria,producer,
Mullineux,뮐리뇌,,New World,producer,
Naia,나이아,,Iberia,producer,
Nautilus,노틸러스,,New World,producer,
Nederburg,네더버그,,New World,producer,
Newton Vineyard,뉴튼 빈야드,,USA,producer,
Nicolas Feuillatte,니콜라 푀야트,,Champagne,producer,
Nicolas Potel,니콜라 포텔,,France,producer,
Niepoort,니포르트,,Iberia,producer,
Nieto Senetiner,니에토 세네티네르,,South America,producer,
Nikolaihof,니콜라이호프,,Germany/Austria,producer,
Nino Franco,니노 프랑코,,Italy,producer,
Norton,노턴,,South America,producer,
Numanthia,누만시아,,Iberia,producer,
Numanthia Termanthia,테만시아,,,alias,
Offley,오플리,,Iberia,producer,
Olivier Leflaive,올리비에 르플레브,,Burgundy,producer,
Opus One,오퍼스 원,,USA,producer,
Oremus,오레무스,,Germany/Austria,producer,
Orin Swift,오린 스위프트,,USA,producer,
Ornellaia,오르넬라이아,,Italy,producer,
Osborne,오스본,,Iberia,producer,
Oyster Bay,오이스터 베이,,Oceania/SA,producer,
Pago de los Capellanes,파고 데 로스 카페야네스,,Iberia,producer,
Paleo Bianco,팔레오 비앙코,,,producer,
Paleo Rosso,팔레오 로소,,,producer,
Paolo Saracco,파올로 사라코,,Italy,producer,
Paolo Scavino,파올로 스카비노,,Italy,producer,
Pascual Toso,파스쿠알 토소,,,producer,
Passopisciaro,파소피시아로,,Italy,producer,
Paul Jaboulet Aine,폴 자불레 애네,,France,producer,
Paul Mas,폴 마스,,France,producer,
Paul Sauer,폴 사우어,,,producer,
Pavillon Blanc du Chateau Margaux,파비용 블랑 뒤 샤토 마고,,,producer,
Pavillon Rouge du Chateau Margaux,파비용 루주 뒤 샤토 마고,,Bordeaux,producer,
Pazo de Senorans,파소 데 세뇨란스,,Iberia,producer,
Pelago,펠라고,,,producer,
Penfolds,펜폴즈,,Oceania/SA,producer,
Penfolds Grange,펜폴즈 그랜지,,Oceania/SA,producer,
Percarlo,페르카를로,,,producer,
Perrier-Jouet,페리에 주에,,Champagne,producer,
Pesquera,페스케라,,Iberia,producer,
Petaluma,페탈루마,,New World,producer,
Peter Lehmann,피터 르만,,New World,producer,
Peter Michael,피터 마이클,,USA,producer,
Petrus,페트뤼스,,Bordeaux,producer,
Philipponnat,필리포나,,Champagne,producer,
Piccini,피치니,,Italy,producer,
Pierre Peters,피에르 페테르,,Champagne,producer,
Pierre de Demange,퐁 드 드망주,,,alias,
Pikes,파이크스,,New World,producer,
Pingus,핑구스,,Iberia,producer,
Pio Cesare,피오 체사레,,Italy,producer,
Piper-Heidsieck,파이퍼 하이직,,Champagne,producer,
Planeta,플라네타,,Italy,producer,
Poggio al Tesoro,포조 알 테소로,,Italy,producer,
Poggio di Sotto,포조 디 소토,,Italy,producer,
Pol Roger,폴 로저,,Champagne,producer,
Poupille,푸피유,,,producer,
Prado Enea,프라도 에네아,,,producer,
Prager,프라거,,Germany/Austria,producer,
Produttori del Barbaresco,프로두토리 델 바르바레스코,,Italy,producer,
Promis,프로미스,,Italy,producer,
Protos,프로토스,,Iberia,producer,
Prunotto,프루노토,,Italy,producer,
Querciabella,쿠에르차벨라,,Italy,producer,
Quilceda Creek,퀼세다 크릭,,USA,producer,
Quinta Crasto,퀸타 두 크라스투,DO,Iberia,producer,
Quinta Nova,퀸타 노바,,Iberia,producer,
Quinta Noval,퀸타 두 노발,DO,Iberia,producer,
Quinta Vale Meao,퀸타 두 발레 메앙,DO,Iberia,producer,
Quinta Vallado,퀸타 두 발라두,DO,Iberia,producer,
Radici,라디치,,,producer,
Radikon,라디콘,,Italy,producer,
Ramon Bilbao,라몬 빌바오,,Iberia,producer,
Ramos Pinto,하무스 핀투,,Iberia,producer,
Rangen de Thann,랑겐 드 탄,,,producer,
Raventos i Blanc,라벤토스 이 블랑,,Iberia,producer,
Recaredo,레카레도,,Iberia,producer,
Redigaffi,레디가피,,,producer,
Reichsrat von Buhl,라이히스라트 폰 불,,Germany/Austria,producer,
Remirez de Ganuza,레미레스 데 가누사,,Iberia,producer,
Rene Rostaing,르네 로스탱,,France,producer,
Riccadonna,리카도나,,Italy,producer,
Ridge Geyserville Zinfandel,리지 지판델 지안코,,,alias,
Ridge Monte Bello,리지 몬테 벨로,,USA,producer,
Ridge Vineyards,리지 빈야드,,USA,producer,
Rippon,리폰,,New World,producer,
Rivera,리베라,,Italy,producer,
Robert Mondavi,로버트 몬다비,,USA,producer,
Robert Mondavi Private Selection,로버트 몬다비 프라이빗 셀렉션,,New World,producer,
Robert Weil,로베르트 바일,,Germany/Austria,producer,
Roberto Voerzio,로베르토 보에르치오,,Italy,producer,
Rocca delle Macie,로카 델레 마치에,,Italy,producer,
Rocche di Castiglione,로케 디 카스틸리오네,,,producer,
Rochioli,로키올리,,USA,producer,
Roda,로다,,Iberia,producer,
Rodney Strong,로드니 스트롱,,New World,producer,
Romanee-Saint-Vivant,로마네 생 비방,,,producer,
Romano Dal Forno,로마노 달 포르노,,Italy,producer,
Rombauer,롬바우어,,USA,producer,
Ronchi di Cialla,론키 디 찰라,,Italy,producer,
Root 1,루트 원,,South America,producer,
Rosemount,로즈마운트,,New World,producer,
Rosso di Montalcino,로쏘 디 몬탈치노,,,alias,
Royal Tokaji,로열 토카이,,Germany/Austria,producer,
Ruffino,루피노,,Italy,producer,
Ruffino Chianti,루피노 키안티,,Italy,producer,
Ruggeri,루제리,,Italy,producer,
Ruinart,뤼나르,,Champagne,producer,
RunRig,런릭,,,producer,
Rupert & Rothschild,루퍼트 앤 로칠드,,,producer,
Rustenberg,루스텐버그,,Oceania/SA,producer,
Rutini,루티니,,South America,producer,
Sadie Family,사디 패밀리,,Oceania/SA,producer,
Saering,새링,,,producer,
Saint Clair,생 클레어,,New World,producer,
Salentein,살렌테인,,South America,producer,
Salon,살롱,,Champagne,producer,
San Felice,산 펠리체,,Italy,producer,
San Giusto a Rentennano,산 주스토 아 렌텐나노,,,producer,
San Marzano,산 마르차노,,Italy,producer,
San Pedro,산 페드로,,South America,producer,
Sandeman,샌드맨,,Iberia,producer,
Santa Carolina,산타 카롤리나,,South America,producer,
Santa Cristina,산타 크리스티나,,Italy,producer,
Santa Margherita,산타 마르게리타,,Italy,producer,
Santa Rita,산타 리타,,South America,producer,
Sassicaia,사시카이아,,Italy,producer,
Scarecrow,스케어크로,,USA,producer,
Schafer-Frohlich,셰퍼 프뢸리히,,Germany/Austria,producer,
Scharzhofberger,샤르츠호프베르거,,,producer,
Schloss Gobelsburg,슐로스 고벨스부르크,,Germany/Austria,producer,
Schloss Johannisberg,슐로스 요하니스베르크,,Germany/Austria,producer,
Schlossberg,슐로스베르크,,,producer,
Screaming Eagle,스크리밍 이글,,USA,producer,
Scrio,스크리오,,,producer,
Sea Smoke,시 스모크,,USA,producer,
Seghesio,세게시오,,New World,producer,
Segura Viudas,세구라 비우다스,,Iberia,producer,
Selbach-Oster,젤바흐 오스터,,Germany/Austria,producer,
Sella & Mosca,셀라 & 모스카,,Italy,producer,
Sena,세냐,,South America,producer,
Sepp Moser,제프 모저,,Germany/Austria,producer,
Seresin,세레신,,New World,producer,
Settesoli,세테솔리,,Italy,producer,
Shafer Vineyards,셰이퍼 빈야드,,USA,producer,
Shaw + Smith,쇼 앤 스미스,,New World,producer,
Sichel,시셸,,France,producer,
Silver Oak,실버 오크,,USA,producer,
Silverado,실버라도,,New World,producer,
Simi,시미,,New World,producer,
Simonsig,시몬시흐,,New World,producer,
Siro Pacenti,시로 파첸티,,,producer,
Skalli,스칼리,,France,producer,
Solaia,솔라이아,,Italy,producer,
Soldera,솔데라,,Italy,producer,
Sonoma-Cutrer,소노마 커트러,,USA,producer,
Sori San Lorenzo,소리 산 로렌초,,,producer,
Sori Tildin,소리 틸딘,,,producer,
Special Selection,스페셜 셀렉션,,,producer,
Spier,스피어,,New World,producer,
Spottswoode,스포츠우드,,USA,producer,
St Hallett,세인트 할렛,,New World,producer,
Stag's Leap,스택스 립,,USA,producer,
Stag's Leap Cellars,스택스 립 와인 셀러,,USA,producer,
Sterling Vineyards,스털링 빈야드,,New World,producer,
Susana Balbo,수사나 발보,,South America,producer,
Szepsy,셉시,,Germany/Austria,producer,
Taittinger,테탱저,,Champagne,producer,
Tarapaca,타라파카,,South America,producer,
Tardieu-Laurent,타르디외 로랑,,France,producer,
Tasca d'Almerita,타스카 달메리타,,Italy,producer,
Taylor's,테일러스,,Iberia,producer,
Te Mata,테 마타,,Oceania/SA,producer,
Tenuta Nuova,테누타 누오바,,,producer,
Tenuta San Guido,테누타 산 귀도,,Italy,producer,
Tenuta dell'Ornellaia,테누타 델 오르넬라이아,,Italy,producer,
Tenuta delle Terre Nere,테누타 델레 테레 네레,,,producer,
Tenuta di Bibbiano,테누타 디 비비아노,,,producer,
Tenuta di Trinoro,테누타 디 트리노로,,,producer,
Tenute Neirano,테누테 네이라노,,Italy,producer,
Tenute Rubino,테누테 루비노,,Italy,producer,
Termanthia,테르만시아,,,producer,
Terras Gauda,테라스 가우다,,Iberia,producer,
Terrazas de los Andes,테라자스 데 로스 안데스,,South America,producer,
Terredora,테레도라,,,producer,
Terrunyo,테루뇨,,South America,producer,
The Boxer Shiraz,더 복서 쉬라즈,,,producer,
The Chocolate Block,더 초콜릿 블록,,,producer,
The Prisoner,더 프리즈너,,USA,producer,
Thelema,텔레마,,New World,producer,
Tignanello,티냐넬로,,Italy,producer,
Tim Adams,팀 아담스,,New World,producer,
Tio Pepe,티오 페페,,Iberia,producer,
Tommasi,토마시,,Italy,producer,
Tommaso Bussola,톰마소 부솔라,,,producer,
Tondonia,톤도니아,,Iberia,producer,
Torbreck,토브렉,,Oceania/SA,producer,
Tormaresca,토르마레스카,,Italy,producer,
Torre Oria,토레 오리아,,Iberia,producer,
Torres,토레스,,Iberia,producer,
Trapiche,트라피체,,South America,producer,
Trimbach,트림바흐,,France,producer,
Trio,트리오,,South America,producer,
Trivento,트리벤토,,,producer,
Trivento Eolo Malbec,트리비체 이엔에스 말벡,,,alias,
Tua Rita,투아 리타,,,producer,
Two Hands,투 핸즈,,Oceania/SA,producer,
Two Paddocks,투 패독스,,New World,producer,
Tyrrell's,티렐스,,New World,producer,
Umani Ronchi,우마니 론키,,,producer,
Umani Ronchi Pelago,우마니 론키 펠레그리노,,,alias,
Umathum,우마툼,,Germany/Austria,producer,
Undurraga,운두라가,,South America,producer,
Unico,우니코,,Iberia,producer,
Valbuena,발부에나,,,producer,
Vallebelbo,발레벨보,,Italy,producer,
Van Volxem,판 폴셈,,Germany/Austria,producer,
Vasse Felix,바스 펠릭스,,Oceania/SA,producer,
Vega Sicilia,베가 시실리아,,Iberia,producer,
Velenosi,벨레노시,,Italy,producer,
Ventisquero,벤티스케로,,South America,producer,
Veramonte,베라몬테,,South America,producer,
Vergelegen,베르헬레헨,,Oceania/SA,producer,
Verget,베르제,,,producer,
Veuve Clicquot,뵈브 클리코,,Champagne,producer,
Veuve du Vernay,뵈브 뒤 베르네,,France,producer,
Vietti,비에티,,Italy,producer,
Vietti Moscato,비에티 모스카토,,Italy,producer,
Vieux Chateau Certan,비유 샤토 세르탕,,Bordeaux,producer,
Vigneti del Salento,비녜티 델 살렌토,,Italy,producer,
Vik,빅,,South America,producer,
Villa Antinori,빌라 안티노리,,Italy,producer,
Villa Donoratico,빌라 도노라티코,,Italy,producer,
Villa Maria,빌라 마리아,,Oceania/SA,producer,
Villa Sandi,빌라 산디,,Italy,producer,
Villa Wolf,빌라 볼프,,Germany/Austria,producer,
Vilmart,빌마르,,Champagne,producer,
Vin de Constance,뱅 드 콩스탕스,,,producer,
Vina Aquitania,비냐 아키타니아,,,producer,
Vina Casablanca,비냐 카사블랑카,,South America,producer,
Vina Errazuriz,비냐 에라주리즈,,South America,producer,
Vina Leyda,비냐 레이다,,South America,producer,
Vina Maipo,비냐 마이포,,South America,producer,
Vinas del Vero,비냐스 델 베로,,Iberia,producer,
Vincent Girardin,뱅상 지라르댕,,France,producer,
Vinedo Chadwick,비녜도 차드윅,,,producer,
Wakefield,웨이크필드,,New World,producer,
Warre's,워레스,,Iberia,producer,
Warwick,워윅,,New World,producer,
Weingut Bruendlmayer,바인구트 브륀들마이어,,Germany/Austria,producer,
Wente,웬티,,New World,producer,
Whitehaven,화이트헤이븐,,New World,producer,
Willi Schaefer,빌리 셰퍼,,Germany/Austria,producer,
William Fevre,윌리엄 페브르,,Burgundy,producer,
Williams Selyem,윌리엄스 셀렘,,USA,producer,
Wittmann,비트만,,Germany/Austria,producer,
Wolf Blass,울프 블라스,,Oceania/SA,producer,
Woodbridge,우드브리지,,New World,producer,
Woodcutter's Shiraz,우드커터스 쉬라즈,,,producer,
Wynns,윈스,,Oceania/SA,producer,
Wynns Coonawarra,윈스 쿠나와라,,New World,producer,
Yalumba,얄룸바,,Oceania/SA,producer,
